id,timing,priority,target,condition,cond_option,effect,effect_option
10293,on_after_attack,-1,pet,none,none,add_buff,id=52
10294,on_after_attack,-1,pet,none,none,powerup,mat=1&mdf=1
10295,on_before_attack\on_after_attack,-1\-1,pet\pet,buff\buff,who=op&id=3045&own=true\who=op&id=3045&own=true,set_skill\remove_buff,type=critical&op=+&value=1000\who=op&id=3045
10296,on_after_attack\on_after_attack,-1\-1,pet\pet,none\none,none\none,powerup\add_buff,who=op&def=-1\who=op&id=1007
10297,none,-1,none,none,none,none,none
10298,on_after_attack,-1,pet,none,none,powerup,who=op&atk=-1
10299,on_after_attack,-1,pet,none,none,add_buff,who=op&id=1008&value=1
10300,on_before_attack,-1,skill,none,none,set_skill,type=combo&op=SET&value=2
10301,on_after_attack,-1,pet,none,none,add_buff,who=op&id=1008&value=2
10302,on_after_attack,-1,pet,none,none,heal,add=120
10303,on_before_attack,-1,skill,buff,who=op&id=1008&own=true,set_skill,type=power&op=+&value=30
10304,on_after_attack,-1,pet,none,random_cmp=40,powerup,who=op&def=-1
10305,on_after_attack,-1,pet,none,none,powerup,who=op&def=-1&mdf=-1
10306,on_after_attack,-1,pet,none,none,add_buff,who=op&id=1008&value=3
10307,on_after_attack,-1,pet,none,none,add_buff,who=op&id=1008&value=5
10308,on_after_attack\on_after_attack,-1\0,pet\pet,none\none,none\none,remove_buff\heal,id=1003\add=me.pet.status.maxHp*1/4
10309,on_before_attack,-1,skill,buff,who=op&id=1008&own=true,set_skill,type=power&op=+&value=10*op.pet.buff[1008].value
10310,on_before_attack,-1,skill,status,status_type=hp&op=<&cmp_value=1/4,set_skill,type=power&op=*&value=2
10311,on_after_attack,-1,pet,none,none,add_buff,id=3049&turn=3
10312,on_after_attack,-1,pet,none,none,add_buff,who=op&id=101&turn=2+op.pet.buff[200961].value
10313,on_before_attack,-1,skill,pet,who=op&type=buff[abnormal].block&buff[abnormal].block_cmp=1,set_skill,type=power&op=*&value=2
10314,on_after_attack,-1,pet,none,none,remove_buff,who=op&type=powerup.pos
10315,on_after_attack,-1,state,none,none,set_weather,weather=12
10316,on_after_attack,-1,pet,buff,who=op&id=14&type=turn&turn_op=>&turn_cmp=0,remove_buff,who=op&id=14
10317,none,-1,none,none,none,none,none
10318,none,-1,none,none,none,none,none
10319,on_after_attack,-1,pet,none,none,powerup,mat=1
10320,on_before_attack\on_after_attack,-1\-1,skill\pet,none\none,none\random_cmp=10*me.pet.buff[200149].value+30,set_skill\add_buff,type=combo&op=SET&value=random[2~3]\who=op&id=104
10321,on_before_attack,-1,skill,buff,who=op&id=104&own=true,set_skill,type=power&op=*&value=2
10322,on_after_attack,-1,pet,none,random_cmp=50,powerup,who=op&mdf=-1
10323,on_after_attack,-1,pet,none,none,add_buff,id=3050&turn=3
10324,on_before_attack\on_after_attack,-1\-1,skill\pet,none\none,none\random_cmp=30,set_skill\add_buff,type=combo&op=SET&value=random[2~3]\who=op&id=105
10325,on_after_attack,-1,pet,none,none,add_buff,id=31&value=150
10326,on_after_attack,-1,pet,buff,random_cmp=50&who=op&id=104&own=true,add_buff,who=op&id=105
10327,on_before_attack,-1,skill,buff,who=op&id=104&own=true,set_skill,type=accuracy&op=+&value=1000
10328,on_before_attack\on_after_attack,-1\-1,skill\pet,none\buff,none\who=op&id=104&own=true,set_skill\add_buff,type=combo&op=SET&value=3\who=op&id=105
10329,on_after_attack\on_after_attack,-1\-1,pet\pet,last_skill\last_skill,random_cmp=10*me.pet.buff[200149].value+30&default=true&type=id&id_op=NOT&id_cmp=10329\random_cmp=10*me.pet.buff[200149].value+60&default=false&type=id&id_cmp=10329,add_buff\add_buff,who=op&id=104\who=op&id=104
10330,on_after_attack,-1,pet,none,random_cmp=50,powerup,spd=1
10331,on_before_attack,-1,skill,buff,who=op&id=104&own=true,set_skill,type=power&op=*&value=2
10332,on_before_attack\on_before_attack,-1\-1,skill\skill,buff\buff,who=op&id=104&own=true\who=op&id=105&own=true,set_skill\set_skill,type=power&op=*&value=2\type=power&op=*&value=2
10333,on_decide_pri,-1,skill,status,who=op&status_type=anger&op=>&cmp_value=50,set_skill,type=priority&op=+&value=1
10334,on_decide_pri,-1,skill,status,who=op&status_type=anger&op=<&cmp_value=50,set_skill,type=priority&op=+&value=1
10335,on_before_attack,-1,skill,status,who=op&status_type=anger&op=>&cmp_value=50,set_skill,type=power&op=+&value=40
10336,on_before_attack,-1,skill,status,who=op&status_type=anger&op=<&cmp_value=50,set_skill,type=power&op=+&value=40
10337,on_after_attack,-1,pet,none,none,powerup,atk=1&mdf=1
10338,none,-1,none,none,none,none,none
10339,on_after_attack,-1,pet,none,random_cmp=40,add_buff,who=op&id=104
10340,on_after_attack,-1,pet,none,none,powerup,mat=1&def=1
10341,none,-1,none,none,none,none,none
10342,on_final_dmg_cal,100,skill,none,none,set_damage,op=[MAX]&value=100
10343,on_before_attack\on_before_attack,-1\0,skill\skill,none\status,none\who=op&status_type=anger&op=<&cmp_value=50,set_skill\set_skill,type=combo&op=SET&value=2\type=combo&op=+&value=1
10344,on_final_dmg_cal,900,skill,status,who=op&status_type=anger&op=>&cmp_value=50,set_damage,op=+&value=75
10345,on_after_attack,-1,pet,none,none,add_buff,id=3051
10346,on_final_dmg_cal,900,skill,none,none,set_damage,op=+&value=me.pet.buff[3051].value
10347,on_after_attack,-1,pet,none,random_cmp=20,powerup,atk=1
10348,on_after_attack,-1,pet,none,none,remove_buff,type=powerup.neg
10349,on_after_attack,-1,pet,none,none,heal,add=me.pet.status.maxHp*1/4
10350,on_after_attack,-1,pet,none,none,powerup,mat=1
10351,on_after_attack\on_after_attack,-1\-1,pet\pet,none\none,none\none,add_buff\add_buff,id=3052&value=2\id=3053&value=1
10352,on_before_attack\on_after_attack\on_after_attack,-1\-1\-1,skill\pet\pet,buff\buff\buff,id=3052&type=value&value_op=GTE&value_cmp=1\id=3052&type=value&value_op=GTE&value_cmp=1\id=3052&type=value&value_op=GTE&value_cmp=1,set_skill\rage\set_buff,type=power&op=+&value=50\add=me.pet.buff[200302].value*10\id=3052&type=value&op=-&value=1
10353,on_after_attack\on_after_attack\on_after_attack,-1\-1\-1,skill\pet\pet,buff\buff\buff,id=3052&type=value&value_op=GTE&value_cmp=2\id=3052&type=value&value_op=GTE&value_cmp=2\id=3052&type=value&value_op=GTE&value_cmp=2,add_buff\rage\set_buff,who=op&id=1000\add=me.pet.buff[200302].value*20\id=3052&type=value&op=-&value=2
10354,on_after_attack,-1,pet,none,none,add_buff,id=3054&turn=5
10355,on_before_attack\on_after_attack,-1\-1,skill\pet,buff\buff,id=3053&type=value&value_op=GTE&value_cmp=1\id=3053&type=value&value_op=GTE&value_cmp=1,set_skill\set_buff,type=power&op=*&value=2\id=3053&type=value&op=-&value=1
10356,on_after_attack,-1,pet,none,none,powerup,mdf=1
10357,on_final_dmg_cal\on_after_attack,900\-1,skill\pet,buff\buff,id=3053&type=value&value_op=GTE&value_cmp=1\id=3053&type=value&value_op=GTE&value_cmp=1,set_damage\set_buff,op=+&value=95\id=3053&type=value&op=-&value=1
10358,on_after_attack,-1,pet,none,random_cmp=50,powerup,who=op&def=-1
10359,on_after_attack,-1,pet,none,none,powerup,who=op&def=-1
10360,on_after_attack\on_after_attack,-1\-1,pet\pet,none\none,none\none,add_buff\add_buff,id=3052&value=2\id=3053&value=1
10361,on_after_attack,-1,state,none,none,set_weather,weather=2
10362,on_decide_pri\on_after_attack,-1\-1,skill\pet,buff\buff,id=3053&type=value&value_op=GTE&value_cmp=1\id=3053&type=value&value_op=GTE&value_cmp=1,set_skill\set_buff,type=priority&op=+&value=1\id=3053&type=value&op=-&value=1
10363,on_after_attack\on_after_attack\on_after_attack,-1\-1\-1,pet\pet\pet,buff\buff\buff,id=3052&type=value&value_op=GTE&value_cmp=1\id=3052&type=value&value_op=GTE&value_cmp=1\id=3052&type=value&value_op=GTE&value_cmp=1,heal\rage\set_buff,add=me.pet.status.maxHp*1/6\add=me.pet.buff[200302].value*10\id=3052&type=value&op=-&value=1
10364,on_after_attack,-1,pet,none,random_cmp=50,powerup,who=op&mdf=-1
10365,on_after_attack,-1,pet,none,none,add_buff,id=55
10366,on_after_attack,-1,pet,none,random_cmp=20,powerup,def=1
10367,none,-1,none,none,none,none,none
10368,on_after_attack,-1,pet,none,none,rage,add=me.skill.damage*1/6[MAX]15
10369,on_final_dmg_cal,100,skill,none,none,set_damage,op=[MAX]&value=200
10370,on_after_attack,-1,pet,none,random_cmp=75,powerup,atk=1
10371,none,-1,none,none,none,none,none
10372,on_after_attack,-1,pet,none,random_cmp=75,powerup,mat=1
10373,none,-1,none,none,none,none,none
10374,on_dmg_cal,100,skill,skill,none,set_skill,type=def&op=*&value=3/4
10375,none,-1,none,none,none,none,none
10376,on_after_attack\on_after_attack,-1\-1,pet\pet,none\none,none\none,heal\remove_buff,add=me.pet.status.maxHp*1/4\type=powerup.neg
10377,on_after_attack,-1,pet,none,none,add_buff,id=3055
10378,on_after_attack,-1,pet,skill,type=damage&damage_op=>&damage_cmp=100,rage,add=15
10379,on_after_attack,-1,pet,none,none,powerup,spd=1
10380,on_after_attack,-1,pet,none,none,add_buff,id=3056
10381,on_final_dmg_cal,900,skill,none,none,set_damage,op=+&value=50
10382,on_after_attack,-1,pet,none,none,add_buff,id=14&turn=5
10383,on_after_attack,-1,pet,none,none,add_buff,who=op&id=3057
10384,on_after_attack,-1,pet,none,none,powerup,atk=1&mat=1
10385,on_final_dmg_cal,900,skill,none,none,set_damage,op=+&value=50
10386,on_after_attack\on_after_attack,-1\-1,pet\pet,none\none,none\none,rage\rage,add=10\who=op&add=-10
10387,on_final_dmg_cal,900,skill,none,none,set_damage,op=+&value=55
10388,on_final_dmg_cal,900,skill,none,none,set_damage,op=+&value=55
10389,on_after_attack,-1000,pet,pet,who=op&type=dead&dead_cmp=1,heal,add=me.pet.status.maxHp*1/8
10390,on_after_attack,-1000,pet,pet,who=op&type=dead&dead_cmp=1,heal,add=me.pet.status.maxHp*1/8
10391,on_final_dmg_cal,900,skill,none,none,set_damage,op=+&value=me.pet.status.maxHp-me.pet.status.hp*1/4
10392,on_after_attack\on_after_attack,-1\-1,pet\pet,none\none,none\random_cmp=40,powerup\add_buff,atk=1&mat=1\who=op&id=1006
10393,on_after_attack,-1,pet,none,none,heal,add=me.pet.status.maxHp-me.pet.status.hp*1/4
10394,on_after_attack\on_after_attack,-1\-1,pet\pet,none\none,none\weather=1,powerup\powerup,who=op&def=-1&mdf=-1\who=op&spd=-1
10395,on_turn_ready\on_after_attack,-100\-1,pet\pet,none\none,none\none,remove_buff\heal,type=abnormal\add=150
10396,on_after_attack,-1,pet,none,none,add_buff,id=3058&turn=3
10397,on_after_attack,-1,pet,none,none,add_buff,who=op&id=3059
10398,on_after_attack,-1,pet,none,none,add_buff,who=op&id=1004&turn=1&value=50
10399,on_after_attack,-1,pet,none,none,heal,add=me.pet.status.maxHp*1/3
10400,on_after_attack\on_after_attack,-1\-1,pet\pet,none\none,none\none,powerup\powerup,def=-1&mdf=-1\who=op&def=-1&mdf=-1
10401,none,-1,none,none,none,none,none
10402,on_after_attack,-1,pet,none,none,powerup,atk=1
10403,on_before_attack,-1,skill,last_skill,default=false&type=id&id_cmp=10403,set_skill,type=power&op=+&value=me.pet.buff[3060].value-1*10
10404,none,-1,none,none,none,none,none
10405,on_after_attack,-1,pet,last_skill,default=false&type=id&id_cmp=10405,heal,add=me.pet.buff[3060].value-1*30
10406,none,-1,none,none,none,none,none
10407,on_after_attack,-1,pet,none,none,add_buff,who=op&id=102
10408,on_before_attack,-1,skill,none,none,set_skill,type=combo&op=SET&value=2
10409,on_before_attack\on_before_attack,-1\0,skill\skill,none\last_skill,none\default=false&type=id&id_cmp=10409,set_skill\set_skill,type=combo&op=SET&value=3\type=combo&op=+&value=me.pet.buff[3060].value-1
10410,on_after_attack,-1,pet,none,none,heal,add=-me.skill.damage/4
10411,on_before_attack,-1,skill,none,none,set_skill,type=combo&op=SET&value=random[5~6]
10412,on_after_dmg_cal,-1,skill,last_skill,default=false&type=id&id_cmp=10412,set_damage,op=*&value=me.pet.buff[3060].value-1*0.1+1
10413,on_after_attack,-1,pet,none,none,add_buff,id=3060&value=1
10414,on_after_attack,-1,pet,none,none,powerup,who=op&def=-1&mdf=-1
10415,on_after_attack\on_after_attack,-1\-1,pet\pet,none\none,none\none,heal\remove_buff,add=me.pet.status.maxHp*1/4\type=powerup.neg
10416,none,-1,none,none,none,none,none
10417,on_after_attack,-1,pet,none,none,add_buff,id=3061
10418,on_after_attack,-1,pet,none,none,powerup,def=1
10419,on_before_attack,-1,skill,buff,id=3061&own=true,set_skill,type=critical&op=+&value=50
10420,on_after_attack\on_after_attack\on_after_attack,-1\0\-1,pet\buff\pet,none\buff\none,none\weather=2&id=100030&own=true\none,add_buff\set_buff\add_buff,id=31&value=me.pet.status.maxHp*1/4\id=31&type=value&op=[MAX]&value=me.pet.status.maxHp*3/8\id=3062
10421,on_before_attack,-1,skill,buff,id=3061&own=true,set_skill,type=critical&op=+&value=70
10422,on_after_attack,-1,pet,none,random_cmp=50,add_buff,who=op&id=1000
10423,on_before_attack,-1,skill,buff,id=3061&own=true,set_skill,type=critical&op=+&value=100
10424,on_after_attack,-1,pet,none,none,add_buff,id=3063
10425,on_after_attack,-1,pet,none,none,powerup,who=op&atk=-1
10426,on_final_dmg_cal,-1,skill,none,none,set_damage,op=SET&value=op.skill.damage*2
10427,on_after_attack,-1,pet,none,random_cmp=50,add_buff,who=op&id=1000
10428,on_after_attack,-1,pet,none,random_cmp=50,add_buff,who=op&id=3064
10429,on_after_attack,-1,pet,none,none,add_buff,who=op&id=3065
10430,on_after_attack,-1,pet,none,none,powerup,atk=1&def=1&mdf=1
10431,on_after_attack,-1,pet,none,none,remove_buff,who=op&type=powerup.pos
10432,on_after_attack,-1,pet,none,random_cmp=50,add_buff,who=op&id=1000
10433,on_after_attack,-1,pet,none,none,add_buff,who=op&id=114
10434,on_final_dmg_cal\on_after_attack,100\-1,skill\pet,none\none,none\none,set_damage\add_buff,op=[MAX]&value=150\who=op&id=1004&turn=1&value=50
10435,on_after_attack,-1,pet,none,random_cmp=75,powerup,spd=1
10436,none,-1,none,none,none,none,none
10437,on_after_attack\on_after_attack,-1\-1,pet\pet,none\none,none\none,add_buff\add_buff,id=25&turn=1\id=26&turn=1
10438,none,-1,none,none,none,none,none
10439,none,-1,none,none,none,none,none
10440,on_after_attack,-1,pet,none,none,add_buff,id=3066
10441,on_before_attack,-1,skill,status,status_type=hp&op=<&cmp_value=1/2,set_skill,type=power&op=*&value=2
10442,on_after_attack\on_after_attack,0\-1,state\pet,none\none,none\weather=7,set_weather\powerup,weather=7\who=op&def=-1&mdf=-1
10443,none,-1,none,none,none,none,none
10444,on_after_attack,-1,pet,none,none,add_buff,who=op&id=104
10445,on_after_attack,-1,pet,none,none,remove_buff,type=powerup.neg
10446,on_after_attack,-1,pet,none,none,powerup,who=op&spd=-1&hit=-1
10447,on_after_attack,-1,pet,none,random_cmp=25,add_buff,who=op&id=104
10448,on_after_attack,-1,pet,none,random_cmp=25,add_buff,who=op&id=104
10449,on_after_attack,-1,pet,buff,who=op&id=104&own=true,rage,add=40
10450,on_after_dmg_cal,-1,skill,none,random_cmp=10,set_damage,op=*&value=4
10451,on_after_attack\on_after_attack,-1\-1,pet\pet,none\none,none\none,powerup\add_buff,atk=1&spd=1\id=3067
10452,on_after_attack,-1,pet,none,none,powerup,def=1&mdf=1
10453,on_after_attack,-1,pet,none,none,remove_buff,who=op&type=powerup.pos
10454,on_after_attack,-1,pet,none,none,set_pet,type=id&op=SET&value=989&kill=234&normal_skill=shift[146]&super_skill=10596
10455,on_after_attack,-1,pet,none,none,powerup,atk=1
10456,on_before_attack,-1,skill,none,random_cmp=50+me.pet.buff[3068].value,set_skill,type=combo&op=+&value=1
10457,on_final_dmg_cal,-1,skill,none,none,set_damage,op=SET&value=op.pet.weight
10458,on_after_attack,-1,pet,none,none,add_buff,id=3069&turn=1
10459,on_before_attack,-1,skill,none,random_cmp=40+me.pet.buff[3068].value,set_skill,type=combo&op=+&value=2
10460,on_after_attack,-1,pet,none,random_cmp=5+me.pet.buff[3068].value,add_buff,who=op&id=102
10461,on_after_attack,-1,pet,none,none,powerup,who=op&def=-1&mdf=-1
10462,on_after_attack,-1,pet,none,random_cmp=5+me.pet.buff[3068].value,add_buff,who=op&id=102
10463,on_before_attack,-1,skill,none,random_cmp=35+me.pet.buff[3068].value,set_skill,type=combo&op=+&value=3
10464,on_after_attack,-1,buff,buff,id=3068&own=true,set_buff,id=3068&type=value&op=+&value=10
10465,on_after_attack,-1,pet,none,random_cmp=5+me.pet.buff[3068].value,add_buff,who=op&id=102
10466,on_final_dmg_cal,900,skill,none,none,set_damage,op=+&value=op.pet.weight
10467,on_before_attack,-1,skill,none,random_cmp=30+me.pet.buff[3068].value,set_skill,type=combo&op=+&value=4
10468,on_after_attack\on_after_attack,-1\-1,pet\buff,buff\buff,id=3068&own=false\id=3068&own=true,add_buff\set_buff,id=3068&value=20\id=3068&type=value&op=+&value=10
10469,none,-1,none,none,none,none,none
10470,on_after_dmg_cal,-1,skill,buff,who=op&id=shield&own=true,set_damage,op=*&value=2
10471,on_after_attack\on_after_attack,-1\-1,pet\pet,none\none,none\none,powerup\remove_buff,spd=1\type=unhealthy
10472,on_before_attack,-1,skill,buff,id=unhealthy&own=true,set_skill,type=power&op=*&value=4
10473,on_final_dmg_cal,900,skill,status,status_type=hp&op=<&cmp_value=1/2,set_damage,op=+&value=50
10474,on_after_attack,-1,pet,none,none,powerup,mat=1&mdf=1
10475,none,-1,none,none,none,none,none
10476,on_after_attack,-1,pet,none,none,rage,who=op&add=op.pet.status.anger-me.pet.status.anger
10477,none,-1,none,none,none,none,none
10478,on_final_dmg_cal,100,skill,none,none,set_damage,op=[MAX]&value=100
10479,none,-1,none,none,none,none,none
10480,on_after_attack,-1,pet,buff,who=op&id=1001&own=true,rage,add=25
10481,on_after_attack,-1,pet,none,none,add_buff,who=op&id=1001
10482,on_after_attack,-1,state,none,none,set_weather,weather=3
10483,on_after_attack,-1,pet,none,none,copy_buff,type=powerup.neg&source=me&target=me&reverse=true
10484,on_after_attack\on_after_attack,-1\-1,pet\pet,none\status,none\status_type=hp&op=<&cmp_value=1/2,powerup\powerup,mat=1&spd=1\mat=1
10485,on_after_attack,-1,pet,none,none,set_pet,type=id&op=SET&value=989&kill=90&normal_skill=shift[131]&super_skill=10612
10486,none,-1,none,none,none,none,none
10487,none,-1,none,none,none,none,none
10488,on_after_attack,-1,pet,none,none,heal,add=me.pet.status.maxHp*1/4
10489,on_after_attack,-1,pet,none,none,add_buff,who=op&id=3070
10490,on_final_dmg_cal,900,skill,none,none,set_damage,op=+&value=65
10491,on_after_attack,-1,pet,none,none,powerup,who=op&atk=-1&mat=-1
10492,on_after_attack\on_after_attack,-1\0,pet\pet,none\none,none\none,heal\heal,add=op.pet.status.hp[MIN]me.pet.status.maxHp*1/8\who=op&add=-me.pet.status.hp[MIN]op.pet.status.maxHp*1/8
10493,on_after_attack,-1,pet,none,none,add_buff,who=op&id=3071&turn=3
10494,on_after_attack\on_after_attack,-1\-1,pet\pet,buff\none,id=3073&own=false\none,heal\add_buff,max=me.pet.status.maxHp*7/6\id=3073
10495,on_after_attack\on_after_attack,-1\-1,pet\pet,none\none,none\none,remove_buff\heal,type=powerup.neg\add=me.pet.status.maxHp*1/8
10496,on_final_dmg_cal\on_after_attack,900\-1,skill\pet,status\status,status_type=hp&op=<&cmp_value=1/2\status_type=hp&op=<&cmp_value=1/2,set_damage\heal,op=+&value=65\add=65
10497,on_after_attack,-1,pet,none,none,add_buff,id=3072&turn=5
10498,on_after_attack,-1,pet,none,none,heal,add=me.pet.status.hp*1/2
10499,on_after_attack\on_after_attack,-1\-1,pet\pet,none\none,none\none,heal\add_buff,add=me.pet.status.maxHp*1/4\id=3074
10500,on_after_attack\on_after_attack,-1\-1,pet\pet,none\none,none\none,heal\heal,add=me.pet.status.maxHp*1/2\who=op&add=me.pet.status.maxHp*1/2
10501,on_turn_ready\on_after_attack\on_after_attack,-1\1000\0,pet\pet\pet,none\none\none,none\whos_turn=all\none,remove_buff\remove_buff\add_buff,type=abnormal\type=abnormal\id=14&turn=5
10502,on_final_dmg_cal,100,skill,none,none,set_damage,op=[MAX]&value=200
10503,none,-1,none,none,none,none,none
10504,on_after_attack,-1,pet,none,none,powerup,spd=1
10505,on_after_attack,-1,pet,skill,is_hit=false|type=damage&damage_op=<&damage_cmp=100,rage,add=20
